 458684586820171128          1        +0000000000+0000000000+0000019075+0004685203+0002641177+0007345455+0000000000+0000000000
 458684586820171128FC-002338621711274LPF20171127+0000019075LATE PAYMENT FEE        00                     NEW SEASONS MKT  CEDAR HILLS     CGC MISC
 45868458682017112801279808  21711153INV20171130+0000040076BILLING - DARY          272000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DAPO
 45868458682017112801279809  21711153INV20171130+0000022938BILLING - DARY          272000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DAPO
 45868458682017112801270120  21711173INV20171130+0000016383BILLING - DARY          272000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DAPO
 45868458682017112801270121  21711173INV20171130+0000003006BILLING - DARY          272000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DAPO
 45868458682017112801270454  21711203INV20171130+0000033552BILLING - DARY          272000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DAPO
 45868458682017112801270455  21711203INV20171130+0000009018BILLING - DARY          272000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DAPO
 45868458682017112801223381  21711153INV20171130+0000183765BILLING - DELI C        222000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801223382  21711153INV20171130+0000312569BILLING - DELI G        222008        0   20080NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801223383  21711153INV20171130+0000044247BILLING - DELI M        222009        0   20090NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801223385  21711153INV20171130+0000002137BILLING - DELI C        222000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224092  21711173INV20171130+0000128644BILLING - DELI C        222000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224093  21711173INV20171130+0000134329BILLING - DELI G        222008        0   20080NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224094  21711173INV20171130+0000018962BILLING - DELI M        222009        0   20090NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224095  21711173INV20171130+0000002137BILLING - DELI C        222000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224804  21711203INV20171130+0000116794BILLING - DELI C        222000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224805  21711203INV20171130+0000189009BILLING - DELI G        222008        0   20080NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112801224806  21711203INV20171130+0000069262BILLING - DELI M        222009        0   20090NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 458684586820171128NB0073621221711213INV20171130+000000947001221121 - DELIVERY FEE 222020ERY FEE 0   20200NEW SEASONS MKT  CEDAR HILLS     CGC DLPO
 45868458682017112802222260  21711173INV20171130+0000062276MC SALES SEATTLE DELI   224000 DELI   0   40000NEW SEASONS MKT  CEDAR HILLS     CGC DLWA
 45868458682017112802222261  21711173INV20171130+0000019410MC SALES SEATTLE DELI   224000 DELI   0   40000NEW SEASONS MKT  CEDAR HILLS     CGC DLWA
 45868458682017112801216115  21711153INV20171130+0000082526BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT  CEDAR HILLS     CGC FFPO
 45868458682017112801216782  21711203INV20171130+0000152601BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT  CEDAR HILLS     CGC FFPO
 458684586820171128NB0073621121711213INV20171130+000000341101211121 - DELIVERY FEE 212020ERY FEE 0   20200NEW SEASONS MKT  CEDAR HILLS     CGC FFPO
 45868458682017112802216782  21711153INV20171130+0000061394MC SALES SEATTLE FROZEN 214000 FROZEN 0   40000NEW SEASONS MKT  CEDAR HILLS     CGC FFWA
 45868458682017112801200430  21711153INV20171130+0000574689BILLING - GROC          202000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
 45868458682017112801200431  21711153INV20171130+0000010762BILLING - INSTITUT      202004UT      0   20040NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
 45868458682017112801200432  21711153INV20171130+0000023996BILLING - REPACK        202005        0   20050NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
 45868458682017112801201396  21711173INV20171130+0000471293BILLING - GROC          202000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
 45868458682017112801201397  21711173INV20171130+0000002904BILLING - REPACK        202005        0   20050NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
 45868458682017112801202297  21711203INV20171130+0000540600BILLING - GROC          202000        0   20000NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
 45868458682017112801202298  21711203INV20171130+0000008104BILLING - INSTITUT      202004UT      0   20040NEW SEASONS MKT  CEDAR HILLS     CGC GRPO
