 458834588320171128          1        +0000000000+0000000000+0000003813+0001389624+0000844595+0002238032+0000000000+0000000000
 458834588320171128FC-002339821711274LPF20171127+0000003813LATE PAYMENT FEE        00                     NEW SEASONS MKT SUNNYVALE        CGC MISC
 45883458832017112801270198  21711173INV20171130+0000012012BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801270199  21711173INV20171130+0000010440BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801270630  21711213INV20171130+0000004992BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801224310  21711173INV20171130+0000053340BILLING - DELI C        222000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801224311  21711173INV20171130+0000206886BILLING - DELI G        222008        0   20080NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801224312  21711173INV20171130+0000020272BILLING - DELI M        222009        0   20090NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801224314  21711173INV20171130+0000004273BILLING - DELI C        222000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801225168  21711213INV20171130+0000003428BILLING - DELI C        226000        0   60000NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801216521  21711173INV20171130+0000023172BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT SUNNYVALE        CGC FFPO
 45883458832017112801216940  21711213INV20171130+0000001573BILLING - FROZ FOOD     216000OOD     0   60000NEW SEASONS MKT SUNNYVALE        CGC FFPO
 45883458832017112801201571  21711173INV20171130+0000695709BILLING - GROC          202000        0   20000NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801201572  21711173INV20171130+0000012916BILLING - INSTITUT      202004UT      0   20040NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801201573  21711173INV20171130+0000054444BILLING - REPACK        202005        0   20050NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801238945  21711173INV20171130+0000035536BILLING - HABA          232000        0   20000NEW SEASONS MKT SUNNYVALE        CGC HBPO
 45883458832017112801240605  21711173INV20171130+0000050843BILLING - HDWE          242000        0   20000NEW SEASONS MKT SUNNYVALE        CGC HDPO
 45883458832017112801313713  21711173INV20171130+0000003864BILLING - PNW ICE CREAM 312000E CREAM 0   20000NEW SEASONS MKT SUNNYVALE        CGC ICPO
